id,section,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,dsml,aisc,iss,pe,se,total score
219002229,C,female,FALSE,2,FALSE,12,95,70,81,93,69,408
219002230,E,male,FALSE,7,FALSE,3,93,98,100,83,87,461
219002231,E,female,FALSE,4,FALSE,26,94,98,94,97,94,477
219002232,B,female,FALSE,4,FALSE,18,85,84,96,84,90,439
219002233,A,female,FALSE,5,FALSE,31,94,74,94,95,80,437
219002234,E,female,FALSE,1,FALSE,17,95,85,66,72,97,415
219002235,C,female,FALSE,2,TRUE,23,97,100,69,73,88,427
219002236,E,male,FALSE,0,FALSE,17,100,67,77,76,84,404
219002237,A,male,FALSE,4,FALSE,29,99,97,89,72,86,443
219002238,F,female,FALSE,0,FALSE,13,97,79,76,66,97,415
219002239,C,female,TRUE,10,TRUE,2,53,66,80,89,85,373
219002240,A,female,FALSE,3,FALSE,35,99,98,91,97,85,470
219002241,A,female,FALSE,5,FALSE,35,99,88,94,89,92,462
219002242,B,male,FALSE,3,FALSE,28,79,78,89,79,76,401
219002243,A,male,TRUE,6,TRUE,2,94,75,73,89,77,408
219002244,E,male,FALSE,6,TRUE,28,97,92,64,96,65,414
219002245,D,male,FALSE,3,TRUE,26,87,65,64,72,68,356
219002246,B,male,FALSE,7,FALSE,26,82,87,92,70,72,403
219002247,D,female,FALSE,1,FALSE,22,94,96,88,61,80,419
219002248,A,male,TRUE,1,FALSE,26,99,97,72,92,82,442
219002249,A,female,FALSE,1,FALSE,16,68,74,87,86,82,397
219002250,A,female,FALSE,10,FALSE,2,67,81,83,59,91,381
219002251,E,male,FALSE,4,TRUE,10,92,81,79,85,74,411
219002252,D,female,FALSE,3,TRUE,21,69,82,93,90,71,405
219002253,A,male,TRUE,1,FALSE,30,92,61,99,72,75,399
219002254,F,female,FALSE,6,FALSE,24,90,90,75,96,71,422
219002255,C,male,TRUE,1,FALSE,33,91,73,97,63,71,395
219002256,C,female,FALSE,5,FALSE,3,65,91,81,99,75,411
219002257,B,female,FALSE,2,FALSE,34,98,70,60,65,92,385
219002258,A,female,FALSE,6,TRUE,2,70,78,87,62,85,382
219002259,E,female,FALSE,2,FALSE,17,97,90,69,68,70,394
219002260,D,male,FALSE,1,FALSE,18,80,89,81,81,63,394
219002261,A,male,FALSE,2,FALSE,16,70,79,77,92,78,396
219002262,B,male,FALSE,3,TRUE,21,96,92,85,69,65,407
219002263,D,male,FALSE,1,FALSE,24,99,65,67,73,96,400
219002264,D,female,FALSE,3,TRUE,27,76,97,65,93,84,415
219002265,D,female,TRUE,4,TRUE,24,86,98,87,78,96,445
219002266,E,male,FALSE,5,FALSE,27,98,100,81,75,99,453
219002267,C,male,FALSE,3,FALSE,14,88,88,92,71,89,428
219002268,E,male,FALSE,8,FALSE,30,89,71,96,63,100,419
219002269,A,female,FALSE,1,FALSE,24,88,89,87,89,85,438
219002270,D,female,FALSE,4,FALSE,0,78,89,86,84,97,434
219002271,F,male,FALSE,3,FALSE,35,87,96,98,99,92,472
219002272,D,female,FALSE,2,FALSE,21,90,64,88,75,70,387
219002273,A,male,TRUE,1,FALSE,15,88,90,89,85,63,415
219002274,A,female,FALSE,1,FALSE,5,99,90,83,99,97,468
219002275,E,male,TRUE,10,FALSE,3,41,84,63,72,81,341
219002276,F,female,FALSE,4,FALSE,8,98,70,97,79,74,418
219002277,C,female,FALSE,0,FALSE,1,91,91,62,69,62,375
219002278,A,female,TRUE,9,TRUE,5,68,92,51,88,81,380
219002279,A,female,TRUE,1,TRUE,26,79,79,60,84,93,395
219002280,A,female,FALSE,2,FALSE,24,77,61,98,95,73,404
219002281,B,female,FALSE,5,FALSE,24,89,90,81,80,92,432
219002282,F,male,TRUE,0,TRUE,9,94,80,66,61,88,389
219002283,B,male,FALSE,2,FALSE,3,80,85,60,90,81,396
219002284,B,male,FALSE,2,FALSE,1,79,97,94,82,97,449
219002285,B,female,FALSE,2,FALSE,15,92,88,78,95,96,449
219002286,C,female,FALSE,5,FALSE,32,85,92,89,75,78,419
219002287,D,female,FALSE,3,FALSE,26,75,66,70,77,96,384
219002288,A,male,FALSE,5,TRUE,32,88,75,73,98,81,415
219002289,E,male,FALSE,0,FALSE,35,93,88,86,89,95,451
219002290,D,male,FALSE,3,FALSE,2,86,91,64,71,64,376
219002291,A,male,FALSE,1,FALSE,13,62,92,61,98,72,385
219002292,B,female,TRUE,2,TRUE,20,82,80,60,76,99,397
219002293,D,female,FALSE,5,FALSE,5,83,77,97,60,85,402
219002294,E,male,FALSE,1,FALSE,5,98,62,64,80,79,383
219002295,B,female,FALSE,2,FALSE,34,84,90,99,92,72,437
219002296,D,female,FALSE,6,FALSE,34,91,82,68,98,88,427
219002297,E,male,FALSE,2,FALSE,21,83,96,62,90,91,422
219002298,A,female,FALSE,4,FALSE,27,83,84,82,60,71,380
219002299,E,male,FALSE,0,FALSE,31,90,62,84,75,100,411
219002300,F,male,FALSE,4,FALSE,31,81,97,73,90,60,401
219002301,D,female,TRUE,3,FALSE,12,89,87,61,80,76,393
219002302,E,male,FALSE,2,FALSE,13,97,96,92,66,74,425
219002303,D,male,FALSE,3,FALSE,28,97,88,79,74,83,421
219002304,C,male,FALSE,5,FALSE,27,100,98,81,91,87,457
219002305,D,female,TRUE,3,FALSE,4,98,82,61,70,86,397
219002306,E,male,FALSE,2,FALSE,33,97,83,87,78,70,415
219002307,D,female,FALSE,4,FALSE,18,78,73,91,73,60,375
219002308,D,female,FALSE,0,FALSE,29,100,67,89,83,89,428
219002309,E,female,FALSE,1,FALSE,13,92,89,97,93,82,453
219002310,C,male,FALSE,4,FALSE,5,81,84,85,62,63,375
219002311,C,female,FALSE,6,FALSE,15,98,74,94,96,85,447
219002312,A,male,FALSE,2,FALSE,2,62,98,97,72,95,424
219002313,A,female,FALSE,3,FALSE,27,95,85,86,78,81,425
219002314,D,male,FALSE,1,FALSE,22,87,80,88,95,81,431
219002315,A,female,FALSE,5,TRUE,24,85,67,91,93,81,417
219002316,B,female,FALSE,6,FALSE,27,96,66,80,83,98,423
219002317,B,female,FALSE,2,FALSE,25,83,66,67,60,61,337
219002318,A,male,FALSE,3,FALSE,17,89,88,99,62,71,409
219002319,C,male,FALSE,1,FALSE,14,90,98,72,84,86,430
219002320,A,female,FALSE,5,FALSE,14,99,74,88,81,95,437
219002321,E,male,FALSE,1,FALSE,3,62,96,67,65,73,363
219002322,E,female,FALSE,7,FALSE,5,42,79,59,87,65,332
219002323,D,female,FALSE,10,TRUE,2,46,87,80,73,76,362
219002324,B,male,FALSE,3,FALSE,4,92,100,97,87,68,444
219002325,F,female,FALSE,10,FALSE,33,94,96,98,95,67,450
219002326,C,male,FALSE,2,FALSE,31,89,89,71,94,78,421
219002327,B,male,FALSE,1,FALSE,16,90,98,95,74,63,420
219002328,A,male,FALSE,5,FALSE,15,69,83,68,90,95,405
219002329,C,female,FALSE,7,TRUE,5,40,67,63,54,79,303
219002330,E,male,TRUE,10,FALSE,3,42,60,54,69,76,301
219002331,F,female,FALSE,8,FALSE,4,82,69,61,76,83,371
219002332,F,female,FALSE,1,TRUE,29,82,67,79,90,64,382
219002333,D,male,FALSE,7,TRUE,18,76,93,74,63,81,387
219002334,C,female,FALSE,2,FALSE,16,80,66,88,98,68,400
219002335,A,male,FALSE,0,FALSE,23,87,92,62,77,80,398
219002336,A,female,TRUE,3,FALSE,28,91,60,88,78,95,412
219002337,C,female,FALSE,7,FALSE,31,100,94,87,83,95,459
219002338,E,female,FALSE,9,FALSE,5,56,88,96,68,76,384
219002339,A,male,FALSE,2,FALSE,6,84,96,95,61,99,435
219002340,A,male,FALSE,1,FALSE,33,86,64,61,97,91,399
219002341,A,female,FALSE,7,FALSE,0,79,72,50,95,62,358
219002342,D,female,FALSE,6,TRUE,19,99,61,64,66,76,366
219002343,B,female,FALSE,2,FALSE,26,95,95,62,82,94,428
219002344,A,female,FALSE,1,FALSE,3,65,90,99,91,99,444
219002345,E,male,FALSE,2,FALSE,10,85,61,94,79,90,409
219002346,C,female,FALSE,5,FALSE,24,99,81,98,85,85,448
219002347,E,female,FALSE,5,FALSE,1,88,65,98,64,82,397
219002348,C,female,FALSE,1,FALSE,25,100,88,100,98,71,457
219002349,C,female,FALSE,10,FALSE,15,62,94,74,86,100,416
219002350,B,male,TRUE,10,FALSE,3,84,61,87,67,93,392
219002351,C,female,FALSE,3,TRUE,14,60,71,60,91,84,366
219002352,B,male,FALSE,9,FALSE,31,96,74,92,74,99,435
219002353,B,female,FALSE,2,TRUE,9,58,100,97,90,87,432
219002354,A,female,FALSE,1,FALSE,8,90,73,82,75,90,410
219002355,A,male,FALSE,2,FALSE,22,75,65,80,86,95,401
219002356,A,female,FALSE,3,FALSE,11,76,74,79,93,72,394
219002357,C,female,TRUE,10,FALSE,2,81,64,61,76,93,375
219002358,B,female,FALSE,2,FALSE,21,73,72,100,62,69,376
219002359,E,female,FALSE,1,FALSE,28,60,84,64,96,99,403
219002360,F,female,TRUE,9,FALSE,4,89,72,73,67,91,392
219002361,E,male,FALSE,4,FALSE,35,91,93,93,96,97,470
219002362,A,male,FALSE,6,FALSE,27,85,80,85,96,87,433
219002363,B,male,FALSE,0,TRUE,14,81,69,99,68,73,390
219002364,C,female,FALSE,10,FALSE,1,67,65,95,84,77,388
219002365,D,male,FALSE,4,FALSE,29,86,86,93,92,77,434
219002366,F,female,FALSE,1,FALSE,33,94,78,66,87,95,420
219002367,A,male,FALSE,1,FALSE,18,83,72,81,93,75,404
219002368,A,male,FALSE,2,FALSE,11,98,91,88,76,68,421
219002369,E,female,TRUE,5,FALSE,3,46,60,61,91,97,355
219002370,E,male,FALSE,2,FALSE,19,95,73,94,70,94,426
219002371,D,male,FALSE,1,FALSE,31,88,81,68,61,93,391
219002372,A,male,FALSE,5,TRUE,28,90,78,72,88,72,400
219002373,B,male,FALSE,10,FALSE,11,100,87,60,93,75,415
219002374,D,male,FALSE,1,FALSE,16,76,92,86,85,78,417
219002375,E,male,FALSE,3,FALSE,4,73,81,78,85,66,383
219002376,C,female,FALSE,1,FALSE,15,96,67,88,93,75,419
219002377,A,male,FALSE,4,FALSE,31,85,99,65,95,77,421
219002378,D,male,FALSE,4,FALSE,29,91,62,63,85,85,386
219002379,E,male,FALSE,5,FALSE,27,61,92,62,66,95,376
219002380,E,male,FALSE,1,FALSE,29,79,78,78,61,87,383
219002381,A,female,FALSE,2,FALSE,23,99,79,87,90,90,445
219002382,B,female,FALSE,2,FALSE,32,81,81,92,84,95,433
219002383,D,female,FALSE,5,FALSE,9,91,71,98,83,81,424
219002384,C,female,FALSE,3,FALSE,16,91,95,97,70,77,430
219002385,F,male,FALSE,2,FALSE,29,100,77,61,70,69,377
219002386,D,female,FALSE,3,TRUE,5,60,80,87,93,92,412
219002387,B,male,FALSE,3,FALSE,14,90,68,75,68,95,396
219002388,A,male,FALSE,2,FALSE,20,94,78,99,76,68,415
219002389,D,female,FALSE,2,FALSE,28,90,64,93,63,76,386
219002390,E,female,TRUE,2,FALSE,13,78,83,80,90,93,424
219002391,F,male,TRUE,9,TRUE,3,40,88,95,61,92,376
219002392,E,female,FALSE,5,FALSE,26,97,70,90,95,87,439
219002393,F,male,TRUE,3,FALSE,8,84,71,62,86,67,370
219002394,F,female,FALSE,3,FALSE,4,64,56,59,68,84,331
219002395,C,male,FALSE,4,TRUE,20,89,86,77,88,78,418
219002396,F,male,FALSE,3,FALSE,34,99,98,74,88,78,437
219002397,F,male,FALSE,2,FALSE,42,85,98,85,96,97,461
219002398,D,male,FALSE,6,FALSE,4,89,89,91,96,81,446
219002399,D,female,FALSE,6,TRUE,14,97,64,93,63,90,407
219002400,F,male,FALSE,1,FALSE,29,86,86,96,60,77,405
219002401,D,female,FALSE,3,FALSE,34,72,69,81,98,72,392
219002402,D,male,FALSE,3,FALSE,1,63,97,67,64,67,358
219002403,E,male,FALSE,5,FALSE,27,99,92,65,96,96,448
219002404,C,female,FALSE,4,FALSE,30,81,64,61,80,83,369
219002405,C,male,FALSE,10,FALSE,33,72,84,91,93,74,414
219002406,E,female,FALSE,1,FALSE,15,94,65,98,96,86,439
219002407,F,female,FALSE,2,FALSE,5,58,73,65,85,64,345
219002408,E,male,FALSE,3,FALSE,29,61,78,80,60,88,367
219002409,F,female,TRUE,1,FALSE,28,89,100,100,68,79,436
219002410,B,female,TRUE,9,FALSE,1,96,65,62,93,77,393
219002411,E,female,FALSE,2,FALSE,22,96,80,99,82,91,448
219002412,B,male,FALSE,6,FALSE,21,60,75,86,80,69,370
219002413,B,male,FALSE,2,FALSE,34,93,81,94,60,100,428
219002414,E,male,FALSE,3,FALSE,33,93,69,97,82,83,424
219002415,B,female,FALSE,10,TRUE,3,58,72,98,59,81,368
219002416,D,female,TRUE,1,FALSE,0,73,84,88,87,76,408
219002417,D,male,FALSE,9,FALSE,3,93,58,70,64,89,374
219002418,F,female,FALSE,0,FALSE,20,92,77,96,62,90,417
219002419,E,male,FALSE,1,FALSE,18,99,69,92,79,81,420
219002420,B,female,FALSE,1,FALSE,35,99,99,91,92,99,480
219002421,A,female,FALSE,2,FALSE,3,73,80,74,90,80,397
219002422,F,female,FALSE,1,FALSE,27,87,92,66,89,76,410
219002423,B,male,FALSE,4,FALSE,32,86,81,87,71,97,422
219002424,C,male,FALSE,1,FALSE,30,89,71,84,61,76,381
219002425,D,male,FALSE,7,FALSE,3,96,85,86,92,65,424
219002426,F,female,FALSE,2,TRUE,19,90,71,68,87,66,382
219002427,B,female,FALSE,2,FALSE,9,98,66,87,84,91,426
219002428,B,male,FALSE,3,FALSE,26,85,85,69,99,93,431
219002429,F,female,FALSE,1,FALSE,28,85,100,75,87,89,436
219002430,F,female,TRUE,1,FALSE,35,89,92,98,92,99,470
219002431,C,male,FALSE,4,FALSE,32,93,93,66,88,79,419
219002432,E,female,TRUE,2,FALSE,35,96,95,88,85,92,456
219002433,D,female,FALSE,3,FALSE,26,84,98,100,79,96,457
219002434,E,male,FALSE,3,FALSE,14,76,99,83,94,99,451
219002435,C,female,FALSE,4,FALSE,26,80,71,69,97,77,394
219002436,A,female,FALSE,5,TRUE,3,63,89,79,60,81,372
219002437,F,male,FALSE,1,FALSE,33,90,100,90,66,83,429
219002438,D,male,FALSE,1,FALSE,35,85,85,91,94,89,444
219002439,C,female,FALSE,1,FALSE,22,78,94,64,91,88,415
219002440,D,female,FALSE,2,FALSE,23,74,90,80,92,100,436
219002441,F,male,FALSE,2,TRUE,27,83,95,70,80,70,398
219002442,E,male,FALSE,6,FALSE,31,87,79,79,86,85,416
219002443,F,female,FALSE,1,FALSE,26,90,84,70,86,70,400
219002444,B,female,FALSE,4,FALSE,1,73,95,63,85,99,415
219002445,F,female,FALSE,2,FALSE,7,79,100,90,80,68,417
219002446,D,female,FALSE,1,TRUE,4,62,74,74,61,90,361
219002447,B,male,FALSE,0,FALSE,31,87,96,84,89,82,438
219002448,C,male,FALSE,7,TRUE,23,81,79,94,84,71,409
219002449,E,female,FALSE,4,FALSE,5,83,94,75,78,74,404
219002450,E,male,FALSE,10,FALSE,1,90,84,90,62,100,426
219002451,D,male,FALSE,3,FALSE,4,75,97,98,60,85,415
219002452,B,male,FALSE,0,TRUE,23,94,81,64,72,61,372
219002453,A,male,FALSE,3,FALSE,15,91,62,82,92,73,400
219002454,D,male,FALSE,2,FALSE,24,96,68,95,95,75,429
219002455,F,male,FALSE,2,FALSE,31,85,82,85,60,90,402
219002456,A,male,FALSE,4,FALSE,29,71,90,89,94,79,423
219002457,F,female,FALSE,3,FALSE,49,98,87,92,99,98,474
219002458,D,male,FALSE,4,FALSE,6,66,82,70,68,98,384
219002459,B,male,FALSE,7,TRUE,33,99,69,84,88,67,407
219002460,C,female,TRUE,5,TRUE,10,71,87,62,63,80,363
219002461,C,female,FALSE,1,FALSE,13,74,81,69,96,65,385
219002462,C,female,FALSE,6,TRUE,25,93,71,63,76,77,380
219002463,C,female,FALSE,2,FALSE,35,89,99,91,96,85,460
219002464,F,male,TRUE,8,TRUE,1,66,85,84,86,79,400
219002465,C,male,FALSE,1,FALSE,29,80,79,95,95,61,410
219002466,D,male,FALSE,3,FALSE,20,97,67,85,72,96,417
219002467,D,male,TRUE,3,FALSE,49,87,87,91,96,92,453
219002468,A,female,FALSE,4,FALSE,13,77,83,81,92,76,409
219002469,B,female,FALSE,2,FALSE,20,99,90,79,71,84,423
219002470,E,female,FALSE,2,TRUE,18,89,65,100,71,75,400
219002471,B,male,FALSE,1,FALSE,23,86,69,60,76,92,383
219002472,C,female,FALSE,0,FALSE,10,82,91,68,62,81,384
219002473,C,female,FALSE,4,TRUE,4,79,75,85,81,64,384
219002474,E,male,FALSE,1,FALSE,11,89,92,100,95,65,441
219002475,B,female,FALSE,3,FALSE,15,77,67,67,89,99,399
219002476,E,female,FALSE,1,TRUE,16,95,85,73,86,68,407
219002477,B,male,FALSE,10,TRUE,5,63,57,51,88,83,342
219002478,A,female,FALSE,1,TRUE,26,98,95,92,79,63,427
219002479,C,male,FALSE,2,FALSE,29,76,69,87,93,62,387
219002480,C,female,FALSE,10,FALSE,3,40,54,70,98,61,323
219002481,C,male,FALSE,4,TRUE,32,89,84,100,62,69,404
219002482,B,female,FALSE,5,FALSE,24,86,97,93,74,97,447
219002483,D,female,FALSE,3,TRUE,20,99,60,99,83,72,413
219002484,A,female,TRUE,5,TRUE,1,67,61,82,87,97,394
219002485,F,male,FALSE,9,FALSE,0,43,81,61,53,84,322
219002486,D,male,FALSE,8,TRUE,5,40,92,93,65,82,372
219002487,E,female,FALSE,2,FALSE,5,65,67,73,72,97,374
219002488,B,male,FALSE,6,FALSE,1,96,64,54,60,88,362
219002489,A,female,FALSE,1,TRUE,27,96,80,61,98,70,405
219002490,A,male,TRUE,1,FALSE,29,90,90,81,83,69,413
219002491,B,female,TRUE,9,FALSE,4,85,77,81,75,85,403
219002492,F,female,TRUE,8,TRUE,4,92,80,98,84,74,428
219002493,A,male,FALSE,3,FALSE,21,100,84,100,62,87,433
219002494,C,female,FALSE,3,FALSE,31,94,98,73,98,100,463
219002495,E,female,FALSE,3,FALSE,15,85,94,89,83,80,431
219002496,D,male,FALSE,0,FALSE,30,80,82,69,80,96,407
219002497,B,male,FALSE,1,FALSE,31,99,91,73,62,82,407
219002498,F,male,FALSE,7,FALSE,23,70,81,61,93,96,401
219002499,B,male,FALSE,1,FALSE,23,62,78,96,74,72,382
219002500,F,female,TRUE,0,FALSE,27,94,73,79,66,64,376
219002501,F,female,FALSE,3,TRUE,5,79,100,83,80,87,429
219002502,A,female,TRUE,10,FALSE,4,47,53,60,59,86,305
219002503,C,female,FALSE,9,FALSE,21,100,70,71,96,67,404
219002504,F,male,FALSE,5,FALSE,26,90,75,98,75,80,418
219002505,C,female,FALSE,2,FALSE,13,63,65,98,90,85,401
219002506,D,female,FALSE,7,FALSE,10,78,93,88,99,98,456
219002507,B,female,FALSE,4,FALSE,25,95,69,73,93,71,401
219002508,A,female,FALSE,4,FALSE,13,88,66,100,99,70,423
219002509,B,male,FALSE,2,FALSE,29,87,95,92,79,64,417
219002510,D,female,FALSE,4,FALSE,1,89,81,62,68,71,371
219002511,A,female,TRUE,2,FALSE,11,89,82,77,76,84,408
219002512,A,female,FALSE,1,FALSE,26,90,89,69,95,94,437
219002513,B,female,FALSE,0,FALSE,12,99,71,90,78,69,407
219002514,E,male,TRUE,0,FALSE,32,91,77,95,95,88,446
219002515,A,female,FALSE,5,FALSE,28,75,60,90,77,84,386
219002516,E,female,FALSE,1,FALSE,34,60,99,81,92,80,412
219002517,D,female,FALSE,6,FALSE,17,90,79,66,61,81,377
219002518,C,female,FALSE,2,FALSE,31,93,80,79,66,91,409
219002519,B,male,FALSE,2,TRUE,25,93,96,69,82,76,416
219002520,C,female,FALSE,7,FALSE,14,92,90,87,94,87,450
219002521,C,female,FALSE,2,FALSE,2,86,91,82,77,64,400
219002522,C,male,TRUE,10,FALSE,5,64,85,99,98,60,406
219002523,D,female,FALSE,2,FALSE,2,91,84,91,88,82,436
219002524,E,male,FALSE,3,FALSE,33,76,96,86,62,68,388
219002525,B,male,FALSE,6,FALSE,33,72,65,76,81,70,364
219002526,E,female,FALSE,1,FALSE,5,63,72,72,75,92,374
219002527,B,male,TRUE,3,FALSE,23,94,72,70,82,76,394
219002528,E,female,FALSE,10,FALSE,2,70,59,91,97,95,412
219002529,B,female,FALSE,3,FALSE,23,83,66,95,77,77,398
219002530,C,female,FALSE,6,FALSE,3,50,50,96,58,86,340
219002531,F,male,FALSE,0,FALSE,48,99,96,98,98,93,484
219002532,F,male,FALSE,3,FALSE,32,76,62,65,81,61,345
219002533,D,male,TRUE,4,TRUE,3,71,52,99,89,70,381
219002534,D,male,FALSE,1,FALSE,24,60,96,93,60,83,392
219002535,C,female,FALSE,4,FALSE,21,87,81,65,91,82,406
219002536,A,male,FALSE,10,FALSE,0,93,65,56,92,81,387
219002537,F,female,FALSE,0,FALSE,25,87,69,71,91,74,392
219002538,C,female,FALSE,3,FALSE,10,93,61,78,65,77,374
219002539,A,male,FALSE,1,FALSE,4,96,91,69,62,62,380
219002540,C,female,FALSE,2,FALSE,7,62,74,72,63,79,350
219002541,F,male,TRUE,8,FALSE,0,50,100,81,68,72,371
219002542,F,female,FALSE,4,FALSE,2,71,77,73,73,64,358
219002543,A,male,FALSE,0,TRUE,16,99,88,90,88,90,455
219002544,F,male,FALSE,4,FALSE,12,100,100,60,72,70,402
219002545,B,male,TRUE,9,FALSE,4,77,60,98,76,60,371
219002546,F,male,FALSE,3,TRUE,23,88,86,75,62,83,394
219002547,B,female,FALSE,6,FALSE,15,88,64,79,75,92,398
219002548,B,male,FALSE,2,FALSE,31,99,97,97,67,79,439
219002549,E,male,TRUE,8,FALSE,3,50,58,78,97,88,371
219002550,C,female,FALSE,4,FALSE,2,69,62,99,98,68,396
219002551,E,female,FALSE,5,FALSE,35,89,96,92,89,95,461
219002552,D,male,FALSE,5,FALSE,27,93,77,70,83,87,410
219002553,D,female,FALSE,5,FALSE,32,96,67,86,92,73,414
219002554,D,female,TRUE,4,FALSE,24,92,93,60,84,97,426
219002555,E,male,FALSE,3,TRUE,29,99,65,66,85,83,398
219002556,D,male,FALSE,10,TRUE,4,86,81,55,69,87,378
219002557,A,male,FALSE,4,FALSE,17,91,95,90,75,95,446
219002558,C,male,TRUE,3,FALSE,18,95,74,61,86,87,403
219002559,A,male,FALSE,5,FALSE,15,61,87,74,79,97,398
219002560,D,male,FALSE,1,FALSE,32,65,70,71,97,64,367
219002561,B,female,FALSE,7,FALSE,3,94,97,75,68,92,426
219002562,F,female,FALSE,5,FALSE,31,94,89,90,98,72,443
219002563,A,male,FALSE,5,TRUE,3,56,87,97,57,86,383
219002564,A,male,FALSE,7,FALSE,25,89,88,73,84,74,408
219002565,B,male,TRUE,1,TRUE,0,65,100,66,61,61,353
219002566,D,male,TRUE,1,FALSE,29,91,63,81,74,66,375
219002567,A,female,FALSE,1,FALSE,17,88,71,85,91,81,416
219002568,A,female,TRUE,4,FALSE,0,49,57,80,53,76,315
219002569,D,male,FALSE,5,FALSE,25,73,74,72,98,100,417
219002570,A,male,FALSE,2,FALSE,23,94,74,66,92,80,406
219002571,B,female,TRUE,5,FALSE,4,84,59,76,54,66,339
219002572,E,male,FALSE,7,TRUE,11,97,91,61,77,97,423
219002573,F,female,FALSE,7,FALSE,12,82,69,66,74,68,359
219002574,C,female,TRUE,2,FALSE,48,96,98,98,96,89,477
219002575,F,male,FALSE,4,TRUE,0,44,53,68,91,84,340
219002576,C,male,FALSE,7,TRUE,12,97,90,69,83,77,416
219002577,B,female,FALSE,1,TRUE,31,77,65,68,75,76,361
219002578,B,female,TRUE,9,FALSE,19,89,96,72,62,98,417
219002579,F,female,FALSE,0,FALSE,17,86,65,81,84,79,395
219002580,C,male,FALSE,6,TRUE,24,73,84,96,94,75,422
219002581,E,female,FALSE,2,FALSE,11,61,95,62,92,87,397
219002582,D,male,TRUE,6,FALSE,2,81,75,83,55,62,356
219002583,C,female,TRUE,2,TRUE,32,90,94,91,85,64,424
219002584,C,male,FALSE,7,FALSE,5,88,87,95,75,76,421
219002585,C,male,FALSE,5,TRUE,23,86,84,82,84,65,401
219002586,F,female,FALSE,8,FALSE,14,78,82,91,76,69,396
219002587,E,male,TRUE,6,FALSE,1,73,70,80,53,79,355
219002588,D,male,FALSE,4,FALSE,32,98,91,93,75,78,435
219002589,D,male,FALSE,1,FALSE,34,81,100,88,64,95,428
219002590,A,female,FALSE,2,TRUE,13,73,72,98,89,98,430
219002591,A,male,FALSE,1,FALSE,24,84,87,100,92,76,439
219002592,E,female,FALSE,5,FALSE,32,81,82,80,81,91,415
219002593,D,male,FALSE,2,FALSE,21,100,90,83,91,80,444
219002594,A,female,TRUE,6,FALSE,0,83,59,77,87,60,366
219002595,A,female,FALSE,6,FALSE,34,87,90,82,66,92,417
219002596,A,male,FALSE,2,FALSE,14,96,60,62,79,79,376
219002597,C,male,FALSE,3,FALSE,25,98,69,75,98,81,421
219002598,B,female,FALSE,3,FALSE,5,83,97,95,76,80,431
219002599,D,female,TRUE,10,FALSE,3,86,83,81,82,99,431
219002600,E,female,FALSE,7,FALSE,20,82,88,62,64,79,375
219002601,C,male,FALSE,1,TRUE,26,82,78,63,91,94,408
219002602,F,female,FALSE,9,FALSE,2,100,70,86,91,62,409
219002603,C,female,FALSE,3,TRUE,1,100,88,81,93,84,446
219002604,E,male,FALSE,10,FALSE,1,83,75,55,51,91,355
219002605,E,female,FALSE,10,FALSE,25,93,71,89,76,61,390
219002606,A,female,FALSE,5,FALSE,35,86,100,86,87,85,444
219002607,F,female,TRUE,3,FALSE,2,50,67,95,97,80,389
219002608,C,female,FALSE,7,FALSE,5,78,56,50,67,97,348
219002609,F,female,FALSE,3,FALSE,24,91,82,87,93,100,453
219002610,B,female,FALSE,0,FALSE,5,73,78,77,61,66,355
219002611,B,female,FALSE,6,FALSE,3,99,81,69,73,72,394
219002612,F,male,FALSE,6,FALSE,5,88,99,65,65,98,415
219002613,A,female,FALSE,1,FALSE,33,100,85,68,81,100,434
219002614,A,male,FALSE,2,FALSE,15,100,84,66,90,71,411
219002615,A,female,TRUE,5,FALSE,32,99,76,95,78,66,414
219002616,C,male,FALSE,0,TRUE,14,81,85,72,78,69,385
219002617,F,male,FALSE,3,FALSE,47,90,98,97,96,85,466
219002618,D,female,FALSE,4,FALSE,6,67,89,90,84,73,403
219002619,B,male,FALSE,5,TRUE,3,68,78,63,95,80,384
219002620,E,male,FALSE,1,TRUE,42,93,93,89,93,100,468
219002621,A,male,FALSE,1,FALSE,22,94,80,60,93,88,415
219002622,B,female,FALSE,7,FALSE,1,88,74,90,70,83,405
219002623,E,female,FALSE,1,TRUE,21,75,66,63,91,99,394
219002624,D,male,FALSE,4,FALSE,50,99,87,90,90,95,461
219002625,B,male,TRUE,7,FALSE,29,93,86,82,73,84,418
219002626,E,female,FALSE,4,FALSE,31,73,78,79,89,96,415
219002627,A,female,FALSE,6,FALSE,5,64,76,100,61,65,366
219002628,E,male,FALSE,1,TRUE,25,76,98,88,86,64,412
219002629,E,female,FALSE,2,FALSE,22,91,82,81,91,70,415
219002630,D,female,FALSE,8,TRUE,1,70,51,51,96,70,338
219002631,E,female,FALSE,5,FALSE,26,90,95,85,69,65,404
219002632,F,male,FALSE,9,FALSE,3,93,61,95,93,65,407
219002633,D,male,TRUE,7,FALSE,12,61,66,99,70,60,356
219002634,B,male,FALSE,1,FALSE,1,51,85,61,81,63,341
219002635,B,female,FALSE,4,TRUE,18,91,69,88,61,76,385
219002636,D,male,FALSE,3,FALSE,27,96,76,97,87,99,455
219002637,D,female,FALSE,5,FALSE,24,93,84,66,99,66,408
219002638,C,female,FALSE,1,TRUE,19,70,60,87,63,95,375
